,Country name,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,"gini of household income reported in Gallup, by wp5-year"
1393,South Korea,2017,5.8738870620000005,10.48956108,0.8069299459999999,73.30000305,0.538113713,0.009390866999999999,0.8506904240000001,0.623377562,0.234825626,0.358582199,0.514762044,0.9579865340000001,2.075729609,0.353382617,0.393612236
1398,South Sudan,2017,2.8166224960000004,7.31322038709,0.556822658,51.0,0.45601108700000004,0.053268509666666665,0.7612696290000001,0.585602164,0.5173637870000001,0.461550504,-2.138769388,-2.018496752,2.7368376260000002,0.9716735479999999,0.7030075790000001
1410,Spain,2017,6.230173111,10.4420948,0.9031581879999999,74.09999847,0.755560756,-0.036033396,0.791268766,0.6250556110000001,0.302387655,0.269585967,0.648078322,0.869333565,1.80572176,0.28983491699999997,0.378949553
1422,Sri Lanka,2017,4.330945492,9.364697456,0.8227705959999999,67.0,0.827077389,0.088255383,0.8442100290000001,0.7949516179999999,0.269727528,0.5175899270000001,-0.061903223,-0.16968880600000003,2.230376005,0.514985919,0.427296966
1443,Sweden,2017,7.286804676,10.75682354,0.914016783,72.5,0.934582114,0.163362831,0.23936691899999998,0.81354779,0.17506682899999998,0.5594619510000001,1.2768020629999999,1.92774713,1.777176857,0.243889734,0.346856117
1451,Switzerland,2017,7.473593235,10.95797634,0.9496613740000001,73.80000305,0.924996912,0.17511341,0.316183478,0.773997068,0.19587148699999998,0.8197067379999999,1.3820114140000002,1.964224815,1.544615626,0.20667643800000002,0.29581779199999997
1482,Tajikistan,2017,5.829234122999999,7.971400738,0.6626933220000001,63.79999924,0.832002461,0.122264013,0.71833688,0.602667689,0.27772533899999996,0.92979306,-1.195175648,-1.216368675,2.212850571,0.379612565,0.367954314
1494,Tanzania,2017,3.347121239,7.894804001000001,0.705010295,57.0,0.800495505,0.104961358,0.6536060570000001,0.714645505,0.255335689,0.913339019,-0.435422927,-0.532890916,2.683667421,0.8017837409999999,0.549375236
1507,Thailand,2017,5.9388952260000005,9.69754982,0.877268732,67.0,0.922896802,0.20539546,0.8838167790000001,0.81632179,0.231597617,0.605078816,-0.9021551609999999,0.045908973,2.243722439,0.37780132899999996,0.513357759
1515,Togo,2017,4.360805035,7.26529932,0.5078052279999999,54.29999924,0.716694415,-0.042401545,0.725519598,0.614188969,0.425824255,0.48495236,-0.68079555,-0.8334628340000001,2.494830608,0.572103202,0.552189291
1521,Trinidad and Tobago,2017,6.191859722,10.26684761,0.916029036,63.5,0.8591404559999999,-0.0048325090000000005,0.911336362,0.846467078,0.248098806,0.272540897,0.420911133,-0.046981119,2.2766768930000003,0.367688715,0.415465385
1530,Tunisia,2017,4.124342918,9.291855812,0.717381597,66.59999847,0.47795665299999995,-0.23090978,0.8688267470000001,0.42096188700000003,0.377196848,0.25082731199999997,-0.436561465,-0.12894836099999998,2.214817524,0.537011027,0.41451433299999996
1543,Turkey,2017,5.607262135,10.13179111,0.876467824,66.40000153,0.644434214,-0.242938563,0.670910537,0.44980090899999997,0.312846124,0.586161256,-1.252016187,-0.084349804,1.626328588,0.290039688,0.326897621
1552,Turkmenistan,2017,5.229148865,9.704366684,0.908454895,61.79999924,0.720399201,0.04387318,0.485179,0.52088511,0.349627674,0.485179,-1.153553963,-1.54598093,1.43217814,0.273883611,0.265776634
1565,Uganda,2017,4.000516891,7.437033652999999,0.739956141,55.29999924,0.7723441120000001,0.069051787,0.81577003,0.703375638,0.400025725,0.655109107,-0.5753357410000001,-0.535237134,2.673379421,0.668258488,0.640636981
1578,Ukraine,2017,4.311067104,8.973908424,0.858324885,64.30000305,0.598875523,0.017136369,0.936764002,0.597112179,0.234763831,0.11093653,-0.9363603000000001,-0.568998098,2.255383492,0.523161292,0.421145946
1589,United Arab Emirates,2017,7.039419651,11.11681843,0.83552736,66.90000153,0.962016642,0.19940254100000002,0.452243,0.795034885,0.20759844800000002,0.68417,-0.234493166,1.085547447,2.030040741,0.288381845,0.600683749
1602,United Kingdom,2017,7.103273392,10.59044647,0.937495291,72.09999847,0.812733293,0.286916465,0.418611348,0.758571804,0.20957242,0.440120846,0.7975144390000001,1.662872434,1.615450263,0.227423355,0.372231811
1615,United States,2017,6.991759299999999,10.90090561,0.921002865,68.40000153,0.8684967159999999,0.18883281899999999,0.6811912659999999,0.826555312,0.268269062,0.386535019,0.677055538,1.5521354680000001,1.880687952,0.268986374,0.610804379
1628,Uruguay,2017,6.336009979,9.930685042999999,0.91380167,68.90000153,0.8978516459999999,-0.101414755,0.626581967,0.835861266,0.280323356,0.413032115,1.114635468,0.7379203440000001,2.2885987759999997,0.361205041,0.399903923
1640,Uzbekistan,2017,6.421447754,8.740833282,0.942131102,64.80000305,0.985177755,0.116510667,0.464641601,0.8389890790000001,0.202737495,0.9646904470000001,-1.0371551509999999,-1.02081418,2.367688894,0.368715733,0.445986152
1653,Venezuela,2017,5.070750713,9.439295769,0.8958793279999999,66.30000305,0.6355050210000001,-0.20603478,0.8439692259999999,0.7256427409999999,0.362984866,0.241123602,-1.1955296990000002,-1.744198561,2.912966013,0.57446444,0.563206851
1666,Vietnam,2017,5.1752786639999995,8.727759361,0.8275950301666666,67.69999695,0.8755557299,0.015538279166666663,0.7844037281111111,0.6366806575,0.20825518925,0.848363041875,-0.548212826,-0.22727696600000002,1.750836015,0.33830758899999996,0.466430068
1677,Yemen,2017,3.2535600660000004,6.871091294610546,0.789555013,55.90000153,0.595190763,-0.06164125,0.833238428,0.45518189700000006,0.295063585,0.372836,-2.3265619280000003,-1.6787892580000001,2.178544044,0.669587791,0.374521881
1689,Zambia,2017,3.932777405,8.213178635,0.74375391,54.79999924,0.8231685759999999,0.12890443199999999,0.7395406370000001,0.6846233009999999,0.387188882,0.7170040609999999,-0.11406139300000001,-0.48838523,2.650283098,0.673896015,0.612799227
1702,Zimbabwe,2017,3.63830018,7.549490929,0.754147053,55.0,0.752826095,-0.069669798,0.751208007,0.8064283729999999,0.22405134100000001,0.682646692,-0.988153279,-1.350866795,2.656847954,0.7302442790000001,0.581483781
